Organ_Name,Num_of_triangles
VH_M_lateral_condyle_of_femur_sup_L,30
VH_M_lateral_epicondylar_enthesis_L,6
VH_M_lateral_perichondular_surface_L,18
VH_M_distal_most_point_of_medial_condyle_of_femur_L,21
VH_M_medial_condyle_of_left_femur_inf,72
VH_M_medial_condyle_of_left_femur_sup,24
VH_M_medial_epicondylar_enthesis_L,3
VH_M_medial_perichondular_surface_L,27
VH_M_patellar_surface_L,6
VH_M_tibia_L,1050
VH_M_patella_L,270
VH_M_tibia_R,1050
VH_M_fibula_R,942
VH_M_patella_R,270
VH_M_femur_R,3534
VH_M_articular_cartilage_of_knee_R,108
VH_M_intercondylar_fossa_R,27
VH_M_anterior_cruciate_enthesis_R,21
VH_M_posterior_cruciate_enthesis_R,21
VH_M_lateral_condyle_of_femur_frontal_R,18
VH_M_lateral_condyle_of_femur_inf_R,45
VH_M_lateral_condyle_of_femur_sup_R,30
VH_M_lateral_epicondylar_enthesis_R,6
VH_M_lateral_perichondular_surface_R,18
VH_M_distal_most_point_of_medial_condyle_of_femur_R,21
VH_M_medial_condyle_of_right_femur_inf,72
VH_M_medial_condyle_of_right_femur_sup,24
VH_M_medial_epicondylar_enthesis_R,3
VH_M_medial_perichondular_surface_R,27
VH_M_patellar_surface_R,6
VH_M_meniscus_R,444
VH_M_bare_area_of_liver,765
VH_M_liver_capsule,8352
VH_M_diaphragmatic_surface,2271
VH_M_suprarenal_impression_of_liver,18
VH_M_renal_impression_of_liver,111
VH_M_gastric_impression_of_liver,165
VH_M_colic_impression_of_liver,201
VH_M_esophageal_impression_of_liver,54
VH_M_duodenal_impression_of_liver,33
VH_M_porta_hepatis,201
VH_M_caudate_lobe_of_liver,789
VH_M_right_posteroinferior_segment,591
VH_M_right_posterosuperior_segment,561
VH_M_right_anterosuperior_segment,303
VH_M_right_anteroinferior_segment,1065
VH_M_left_anterolateral_segment,453
VH_M_left_posterolateral_segment,411
VH_M_left_superiomedial_segment,210
VH_M_left_inferomedial_segment,141
VH_M_quadrate_lobe_of_liver,276
VH_M_hepataduodenal_ligament,117
VH_M_ligamentum_venosum,93
VH_M_round_ligament_of_liver,51
VH_M_triangular_ligament_of_liver,12
VH_M_falciform_ligament,48
VH_M_coronary_ligament_of_liver,309
VH_M_body_of_pancreas,1647
VH_M_tail_of_pancreas,597
VH_M_head_of_pancreas,1134
VH_M_neck_of_pancreas,369
VH_M_uncinate_process_of_the_pancreas,336
VH_M_sacrum,5406
VH_M_coccyx,246
VH_M_pubis_compact_bone_L,1284
VH_M_pubis_compact_bone_R,1314
VH_M_pubis_spongy_bone_L,516
VH_M_pubis_spongy_bone_R,522
VH_M_ilium_compact_bone_L,2970
VH_M_ilium_compact_bone_R,3030
VH_M_ilium_spongy_bone_R,1416
VH_M_ilium_spongy_bone_L,1392
VH_M_ischium_compact_bone_L,1518
VH_M_ischium_compact_bone_R,1260
VH_M_ischium_spongy_bone_L,618
VH_M_ischium_spongy_bone_R,504
VH_M_vas_deferens_L,291
VH_M_vas_deferens_R,255
VH_M_seminal_vesicle,4746
VH_M_ejaculatory_duct,20004
VH_M_prostatic_utricle,18048
VH_M_seminal_colliculus,66
VH_M_prostate_duct_R,9600
VH_M_prostate_duct_L,9600
VH_M_apex_of_prostate,129
VH_M_base_of_prostate,597
VH_M_peripheral_zone_of_prostate_R,900
VH_M_peripheral_zone_of_prostate_L,888
VH_M_transition_zone__of_prostate_L,216
VH_M_transition_zone_of_prostate_R,246
VH_M_central_zone_of_prostate_R,471
VH_M_central_zone_of_prostate_L,429
VH_M_anterior_fibromuscular_stroma_L,384
VH_M_anterior_fibromuscular_stroma_R,378
VH_M_Skin_0.1,55590
VH_M_ileum,2172
VH_M_ileum_terminal,546
VH_M_jejunum,5898
VH_M_duodenum_ascending,273
VH_M_duodenum_descending,180
VH_M_duodenum_horizonal,225
VH_M_duodenum_superior,126
VH_M_duodenal_ampulla,84
VH_M_sphincter_of_hepatopancreatic_ampulla,192
VH_M_papilla_of_santorini,222
VH_M_C1_segment_of_cervical_spinal_cord,189
VH_M_C2_segment_of_cervical_spinal_cord,51
VH_M_C3_segment_of_cervical_spinal_cord,141
VH_M_C4_segment_of_cervical_spinal_cord,114
VH_M_C5_segment_of_cervical_spinal_cord,153
VH_M_C6_segment_of_cervical_spinal_cord,135
VH_M_C7_segment_of_cervical_spinal_cord,102
VH_M_C8_segment_of_cervical_spinal_cord,135
VH_M_first_thoracic_spinal_cord_segment,135
VH_M_second_thoracic_spinal_cord_segment,225
VH_M_third_thoracic_spinal_cord_segment,159
VH_M_fourth_thoracic_spinal_cord_segment,252
VH_M_fifth_thoracic_spinal_cord_segment,183
VH_M_sixth_thoracic_spinal_cord_segment,246
VH_M_seventh_thoracic_spinal_cord_segment,228
VH_M_eighth_thoracic_spinal_cord_segment,219
VH_M_ninth_thoracic_spinal_cord_segment,162
VH_M_tenth_thoracic_spinal_cord_segment,219
VH_M_eleventh_thoracic_spinal_cord_segment,132
VH_M_twelfth_thoracic_spinal_cord_segment,126
VH_M_first_lumbar_spinal_cord_segment,138
VH_M_second_lumbar_spinal_cord_segment,126
VH_M_third_lumbar_spinal_cord_segment,78
VH_M_fourth_lumbar_spinal_cord_segment,75
VH_M_fifth_lumbar_spinal_cord_segment,78
VH_M_first_sacral_spinal_cord_segment,48
VH_M_second_sacral_spinal_cord_segment,75
VH_M_third_sacral_spinal_cord_segment,75
VH_M_fourth_sacral_spinal_cord_segment,84
VH_M_fifth_sacral_spinal_cord_segment,153
VH_M_colic_surface_of_spleen,291
VH_M_diaphragmatic_surface_of_spleen,1836
VH_M_gastric_surface_of_spleen,675
VH_M_hilum_of_spleen,1479
VH_M_renal_surface_of_spleen,501
VH_M_thymus_lobe_L,468
VH_M_thymus_lobe_R,333
VH_M_renal_pelvis_L,1020
VH_M_major_calyx_L_a,738
VH_M_major_calyx_L_b,384
VH_M_major_calyx_L_c,336
VH_M_minor_calyx_L_a,312
VH_M_minor_calyx_L_b,264
VH_M_minor_calyx_L_c,228
VH_M_minor_calyx_L_d,288
VH_M_minor_calyx_L_e,468
VH_M_minor_calyx_L_f,246
VH_M_minor_calyx_L_g,129
VH_M_minor_calyx_L_h,285
VH_M_minor_calyx_L_i,213
VH_M_ureter_L,3819
VH_M_major_calyx_R_a,1515
VH_M_major_calyx_R_b,231
VH_M_minor_calyx_R_a,507
VH_M_minor_calyx_R_b,192
VH_M_minor_calyx_R_c,108
VH_M_minor_calyx_R_d,249
VH_M_minor_calyx_R_e,192
VH_M_minor_calyx_R_f,327
VH_M_minor_calyx_R_g,273
VH_M_minor_calyx_R_h,321
VH_M_minor_calyx_R_i,249
VH_M_renal_pelvis_R,807
VH_M_ureter_R,3105
VH_M_other_urethra,507
VH_M_prostatic_urethra,1011
VH_M_urinary_bladder_neck_smooth_muscle,30
VH_M_fundus_of_urinary_bladder_dome,1260
VH_M_ureteral_orifice_R,21
VH_M_ureteral_orifice_L,18
VH_M_fundus_of_urinary_bladder_base1,1365
VH_M_trigone_of_urinary_bladder,117

