Organ_Name,Num_of_triangles
VH_M_meniscus_L,888
VH_M_fibula_L,1884
VH_M_femur_L,7113
VH_M_articular_cartilage_of_knee_L,219
VH_M_intercondylar_fossa_L,63
VH_M_anterior_cruciate_enthesis_L,51
VH_M_posterior_cruciate_enthesis_L,42
VH_M_lateral_condyle_of_femur_frontal_L,36
VH_M_lateral_condyle_of_femur_inf_L,96
VH_M_lateral_condyle_of_femur_sup_L,66
VH_M_lateral_epicondylar_enthesis_L,18
VH_M_lateral_perichondular_surface_L,42
VH_M_distal_most_point_of_medial_condyle_of_femur_L,48
VH_M_medial_condyle_of_left_femur_inf,147
VH_M_medial_condyle_of_left_femur_sup,57
VH_M_medial_epicondylar_enthesis_L,9
VH_M_medial_perichondular_surface_L,54
VH_M_patellar_surface_L,15
VH_M_tibia_L,2106
VH_M_patella_L,540
VH_M_tibia_R,2106
VH_M_fibula_R,1884
VH_M_patella_R,540
VH_M_femur_R,7113
VH_M_articular_cartilage_of_knee_R,219
VH_M_intercondylar_fossa_R,63
VH_M_anterior_cruciate_enthesis_R,51
VH_M_posterior_cruciate_enthesis_R,42
VH_M_lateral_condyle_of_femur_frontal_R,36
VH_M_lateral_condyle_of_femur_inf_R,96
VH_M_lateral_condyle_of_femur_sup_R,66
VH_M_lateral_epicondylar_enthesis_R,18
VH_M_lateral_perichondular_surface_R,42
VH_M_distal_most_point_of_medial_condyle_of_femur_R,48
VH_M_medial_condyle_of_right_femur_inf,147
VH_M_medial_condyle_of_right_femur_sup,57
VH_M_medial_epicondylar_enthesis_R,9
VH_M_medial_perichondular_surface_R,54
VH_M_patellar_surface_R,15
VH_M_meniscus_R,888
VH_M_bare_area_of_liver,1569
VH_M_liver_capsule,16710
VH_M_diaphragmatic_surface,4581
VH_M_suprarenal_impression_of_liver,45
VH_M_renal_impression_of_liver,231
VH_M_gastric_impression_of_liver,351
VH_M_colic_impression_of_liver,414
VH_M_esophageal_impression_of_liver,114
VH_M_duodenal_impression_of_liver,81
VH_M_porta_hepatis,411
VH_M_caudate_lobe_of_liver,1599
VH_M_right_posteroinferior_segment,1209
VH_M_right_posterosuperior_segment,1152
VH_M_right_anterosuperior_segment,633
VH_M_right_anteroinferior_segment,2169
VH_M_left_anterolateral_segment,933
VH_M_left_posterolateral_segment,840
VH_M_left_superiomedial_segment,432
VH_M_left_inferomedial_segment,297
VH_M_quadrate_lobe_of_liver,573
VH_M_hepataduodenal_ligament,243
VH_M_ligamentum_venosum,198
VH_M_round_ligament_of_liver,105
VH_M_triangular_ligament_of_liver,27
VH_M_falciform_ligament,105
VH_M_coronary_ligament_of_liver,621
VH_M_body_of_pancreas,3333
VH_M_tail_of_pancreas,1215
VH_M_head_of_pancreas,2292
VH_M_neck_of_pancreas,765
VH_M_uncinate_process_of_the_pancreas,687
VH_M_sacrum,10818
VH_M_coccyx,498
VH_M_pubis_compact_bone_L,2574
VH_M_pubis_compact_bone_R,2634
VH_M_pubis_spongy_bone_L,1047
VH_M_pubis_spongy_bone_R,1074
VH_M_ilium_compact_bone_L,5940
VH_M_ilium_compact_bone_R,6060
VH_M_ilium_spongy_bone_R,2847
VH_M_ilium_spongy_bone_L,2799
VH_M_ischium_compact_bone_L,3042
VH_M_ischium_compact_bone_R,2520
VH_M_ischium_spongy_bone_L,1266
VH_M_ischium_spongy_bone_R,1023
VH_M_vas_deferens_L,591
VH_M_vas_deferens_R,519
VH_M_seminal_vesicle,9516
VH_M_ejaculatory_duct,40008
VH_M_prostatic_utricle,36102
VH_M_seminal_colliculus,141
VH_M_prostate_duct_R,19200
VH_M_prostate_duct_L,19200
VH_M_apex_of_prostate,270
VH_M_base_of_prostate,1218
VH_M_peripheral_zone_of_prostate_R,1806
VH_M_peripheral_zone_of_prostate_L,1782
VH_M_transition_zone__of_prostate_L,438
VH_M_transition_zone_of_prostate_R,498
VH_M_central_zone_of_prostate_R,951
VH_M_central_zone_of_prostate_L,861
VH_M_anterior_fibromuscular_stroma_L,774
VH_M_anterior_fibromuscular_stroma_R,762
VH_M_Skin_0.2,111186
VH_M_ileum,4350
VH_M_ileum_terminal,1104
VH_M_jejunum,11817
VH_M_duodenum_ascending,567
VH_M_duodenum_descending,369
VH_M_duodenum_horizonal,459
VH_M_duodenum_superior,264
VH_M_duodenal_ampulla,183
VH_M_sphincter_of_hepatopancreatic_ampulla,384
VH_M_papilla_of_santorini,450
VH_M_C1_segment_of_cervical_spinal_cord,399
VH_M_C2_segment_of_cervical_spinal_cord,102
VH_M_C3_segment_of_cervical_spinal_cord,285
VH_M_C4_segment_of_cervical_spinal_cord,243
VH_M_C5_segment_of_cervical_spinal_cord,321
VH_M_C6_segment_of_cervical_spinal_cord,285
VH_M_C7_segment_of_cervical_spinal_cord,216
VH_M_C8_segment_of_cervical_spinal_cord,285
VH_M_first_thoracic_spinal_cord_segment,276
VH_M_second_thoracic_spinal_cord_segment,465
VH_M_third_thoracic_spinal_cord_segment,339
VH_M_fourth_thoracic_spinal_cord_segment,531
VH_M_fifth_thoracic_spinal_cord_segment,390
VH_M_sixth_thoracic_spinal_cord_segment,513
VH_M_seventh_thoracic_spinal_cord_segment,489
VH_M_eighth_thoracic_spinal_cord_segment,459
VH_M_ninth_thoracic_spinal_cord_segment,336
VH_M_tenth_thoracic_spinal_cord_segment,465
VH_M_eleventh_thoracic_spinal_cord_segment,279
VH_M_twelfth_thoracic_spinal_cord_segment,282
VH_M_first_lumbar_spinal_cord_segment,282
VH_M_second_lumbar_spinal_cord_segment,264
VH_M_third_lumbar_spinal_cord_segment,162
VH_M_fourth_lumbar_spinal_cord_segment,159
VH_M_fifth_lumbar_spinal_cord_segment,165
VH_M_first_sacral_spinal_cord_segment,99
VH_M_second_sacral_spinal_cord_segment,165
VH_M_third_sacral_spinal_cord_segment,165
VH_M_fourth_sacral_spinal_cord_segment,171
VH_M_fifth_sacral_spinal_cord_segment,315
VH_M_colic_surface_of_spleen,594
VH_M_diaphragmatic_surface_of_spleen,3717
VH_M_gastric_surface_of_spleen,1377
VH_M_hilum_of_spleen,3039
VH_M_renal_surface_of_spleen,1026
VH_M_thymus_lobe_L,942
VH_M_thymus_lobe_R,675
VH_M_renal_pelvis_L,2088
VH_M_major_calyx_L_a,1512
VH_M_major_calyx_L_b,798
VH_M_major_calyx_L_c,696
VH_M_minor_calyx_L_a,639
VH_M_minor_calyx_L_b,552
VH_M_minor_calyx_L_c,480
VH_M_minor_calyx_L_d,597
VH_M_minor_calyx_L_e,951
VH_M_minor_calyx_L_f,504
VH_M_minor_calyx_L_g,270
VH_M_minor_calyx_L_h,591
VH_M_minor_calyx_L_i,447
VH_M_ureter_L,7668
VH_M_major_calyx_R_a,3081
VH_M_major_calyx_R_b,498
VH_M_minor_calyx_R_a,1026
VH_M_minor_calyx_R_b,405
VH_M_minor_calyx_R_c,228
VH_M_minor_calyx_R_d,516
VH_M_minor_calyx_R_e,393
VH_M_minor_calyx_R_f,681
VH_M_minor_calyx_R_g,576
VH_M_minor_calyx_R_h,663
VH_M_minor_calyx_R_i,522
VH_M_renal_pelvis_R,1653
VH_M_ureter_R,6231
VH_M_other_urethra,1032
VH_M_prostatic_urethra,2127
VH_M_urinary_bladder_neck_smooth_muscle,63
VH_M_fundus_of_urinary_bladder_dome,2580
VH_M_ureteral_orifice_R,45
VH_M_ureteral_orifice_L,24
VH_M_fundus_of_urinary_bladder_base1,2805
VH_M_trigone_of_urinary_bladder,243

