,Filename,Polycount,Non-Manifold Parts,Self Intersecting Parts
90,nih_m_lymph_node-40.fbx,60658,"['Yao_afferent_lymphatic_vessel', 'Yao_capsule_of_lymph_node', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']","['Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']"
91,nih_m_lymph_node-80.fbx,123380,"['Yao_afferent_lymphatic_vessel', 'Yao_capsule_of_lymph_node', 'Yao_medulla_of_lymph_node', 'Yao_blood_vasculature']","['Yao_medulla_of_lymph_node', 'Yao_paracortex', 'Yao_blood_vasculature']"
92,sbu_f_intestine_large-100.fbx,20421,"['VH_F_hepatic_flexure_of_colon', 'VH_F_transverse_colon', 'VH_F_ascending_colon', 'VH_F_vermiform_appendix', 'VH_F_descending_colon', 'VH_F_ileocecal_valve', 'VH_F_caecum', 'VH_F_rectum', 'VH_F_sigmoid_colon', 'VH_F_splenic_flexure_of_colon']","['VH_F_hepatic_flexure_of_colon', 'VH_F_transverse_colon', 'VH_F_ascending_colon', 'VH_F_descending_colon', 'VH_F_caecum', 'VH_F_rectum', 'VH_F_sigmoid_colon', 'VH_F_splenic_flexure_of_colon']"
93,sbu_f_intestine_large-20.fbx,4072,"['VH_F_hepatic_flexure_of_colon', 'VH_F_transverse_colon', 'VH_F_ascending_colon', 'VH_F_vermiform_appendix', 'VH_F_descending_colon', 'VH_F_ileocecal_valve', 'VH_F_caecum', 'VH_F_rectum', 'VH_F_sigmoid_colon', 'VH_F_splenic_flexure_of_colon']","['VH_F_hepatic_flexure_of_colon', 'VH_F_transverse_colon', 'VH_F_ascending_colon', 'VH_F_descending_colon', 'VH_F_caecum', 'VH_F_rectum', 'VH_F_sigmoid_colon']"
94,sbu_f_intestine_large-40.fbx,8157,"['VH_F_hepatic_flexure_of_colon', 'VH_F_transverse_colon', 'VH_F_ascending_colon', 'VH_F_vermiform_appendix', 'VH_F_descending_colon', 'VH_F_ileocecal_valve', 'VH_F_caecum', 'VH_F_rectum', 'VH_F_sigmoid_colon', 'VH_F_splenic_flexure_of_colon']","['VH_F_hepatic_flexure_of_colon', 'VH_F_transverse_colon', 'VH_F_ascending_colon', 'VH_F_descending_colon', 'VH_F_caecum', 'VH_F_rectum', 'VH_F_sigmoid_colon']"
95,sbu_f_intestine_large-80.fbx,16326,"['VH_F_hepatic_flexure_of_colon', 'VH_F_transverse_colon', 'VH_F_ascending_colon', 'VH_F_vermiform_appendix', 'VH_F_descending_colon', 'VH_F_ileocecal_valve', 'VH_F_caecum', 'VH_F_rectum', 'VH_F_sigmoid_colon', 'VH_F_splenic_flexure_of_colon']","['VH_F_hepatic_flexure_of_colon', 'VH_F_ascending_colon', 'VH_F_descending_colon', 'VH_F_caecum', 'VH_F_rectum', 'VH_F_sigmoid_colon', 'VH_F_splenic_flexure_of_colon']"
96,sbu_m_intestine_large-100.fbx,34178,"['VH_M_ascending_colon', 'VH_M_descending_colon', 'VH_M_hepatic_flexure_of_colon', 'VH_M_rectum', 'VH_M_sigmoid_colon', 'VH_M_splenic_flexure_of_colon', 'VH_M_transverse_colon', 'VH_M_caecum', 'VH_M_vermiform_appendix']",[]
97,sbu_m_intestine_large-20.fbx,6822,"['VH_M_ascending_colon', 'VH_M_descending_colon', 'VH_M_hepatic_flexure_of_colon', 'VH_M_rectum', 'VH_M_sigmoid_colon', 'VH_M_splenic_flexure_of_colon', 'VH_M_transverse_colon', 'VH_M_caecum', 'VH_M_vermiform_appendix']","['VH_M_ascending_colon', 'VH_M_descending_colon', 'VH_M_hepatic_flexure_of_colon', 'VH_M_sigmoid_colon', 'VH_M_splenic_flexure_of_colon', 'VH_M_transverse_colon']"
98,sbu_m_intestine_large-40.fbx,13658,"['VH_M_ascending_colon', 'VH_M_descending_colon', 'VH_M_hepatic_flexure_of_colon', 'VH_M_rectum', 'VH_M_sigmoid_colon', 'VH_M_splenic_flexure_of_colon', 'VH_M_transverse_colon', 'VH_M_caecum', 'VH_M_vermiform_appendix']",['VH_M_descending_colon']
99,sbu_m_intestine_large-80.fbx,27334,"['VH_M_ascending_colon', 'VH_M_descending_colon', 'VH_M_hepatic_flexure_of_colon', 'VH_M_rectum', 'VH_M_sigmoid_colon', 'VH_M_splenic_flexure_of_colon', 'VH_M_transverse_colon', 'VH_M_caecum', 'VH_M_vermiform_appendix']",[]
100,vh_f_blood_vasculature-100.fbx,287067,"['VH_F_left_uterine_artery', 'VH_F_right_uterine_artery', 'VH_F_left_uterine_vein', 'VH_F_right_uterine_vein', 'VH_F_inferior_ophthalmic_vein_L', 'VH_F_superior_ophthalmic_vein_L', 'VH_F_central_retinal_vein_L', 'VH_F_ophthalmic_vein_L', 'VH_F_superior_ophthalmic_vein_R', 'VH_F_ophthalmic_vein_R', 'VH_F_central_retinal_vein_R', 'VH_F_inferior_ophthalmic_vein_R', 'VH_F_central_retinal_artery_R', 'VH_F_opthalmic_artery_R', 'VH_F_opthalmic_artery_L', 'VH_F_central_retinal_artery_L', 'VH_F_right_renal_artery', 'VH_F_left_renal_artery', 'VH_F_left_renal_vein', 'VH_F_right_renal_vein', 'VH_F_superior_mesenteric_vein', 'VH_F_superior_rectal_vein', 'VH_F_left_common_iliac_vein', 'VH_F_right_common_iliac_vein', 'VH_F_left_colic_vein', 'VH_F_right_colic_vein', 'VH_F_ileocolic_vein', 'VH_F_middle_colic_vein', 'VH_F_inferior_rectal_vein_L', 'VH_F_inferior_rectal_vein_R', 'VH_F_internal_iliac_vein_L', 'VH_F_internal_iliac_vein_R', 'VH_F_internal_pudendal_vein_L', 'VH_F_internal_pudendal_vein_R', 'VH_F_middle_rectal_vein_L', 'VH_F_middle_rectal_vein_R', 'VH_F_sigmoid_vein_a', 'VH_F_sigmoid_vein_c', 'VH_F_median_sacral_vein', 'VH_F_sigmoid_vein_b', 'VH_F_inferior_pancreaticoduodenal_vein', 'VH_F_inferior_mesenteric_vein', 'VH_F_left_colic_artery', 'VH_F_right_colic_artery', 'VH_F_ileocolic_artery', 'VH_F_middle_colic_artery', 'VH_F_celiac_trunk', 'VH_F_superior_rectal_artery', 'VH_F_superior_mesenteric_artery', 'VH_F_inferior_mesenteric_artery', 'VH_F_marginal_artery_of_Drummond', 'VH_F_sigmoid_artery_c', 'VH_F_sigmoid_artery_b', 'VH_F_sigmoid_artery_a', 'VH_F_splenic_artery', 'VH_F_splenic_vein', 'VH_F_cystic_artery', 'VH_F_cystic_vein', 'VH_F_middle_hepatic_artery_branch_of_left_hepatic_artery', 'VH_F_proper_hepatic_artery', 'VH_F_right_hepatic_artery', 'VH_F_common_hepatic_artery', 'VH_F_posterior_segmental_right_hepatic_artery', 'VH_F_anterior_segmental_right_hepatic_artery', 'VH_F_left_hepatic_artery', 'VH_F_hepatic_portal_vein', 'VH_F_middle_hepatic_vein', 'VH_F_left_hepatic_vein', 'VH_F_right_hepatic_vein', 'VH_F_right_branch_of_portal_vein', 'VH_F_left_branch_of_portal_vein', 'VH_F_pulmonary_vein_L_sup', 'VH_F_pulmonary_vein_R_inf', 'VH_F_pulmonary_vein_R_sup', 'VH_F_pulmonary_vein_L_inf', 'VH_F_coronary_sinus', 'VH_F_great_cardiac_vein', 'VH_F_middle_cardiac_vein', 'VH_F_oblique_vein_of_left_atrium', 'VH_F_left_marginal_vein', 'VH_F_posterior_vein_of_left_ventricle', 'VH_F_anterior_cardiac_vein', 'VH_F_small_cardiac_vein', 'VH_F_superior_vena_cava', 'VH_F_inferior_vena_cava_a', 'VH_F_inferior_vena_cava_b', 'VH_F_left_anterior_descending_artery', 'VH_F_left_circumflex_artery', 'VH_F_diagonal_branch_of_left_anterior_descending_artery', 'VH_F_left_coronary_artery', 'VH_F_left_marginal_branch', 'VH_F_left_posterior_descending_branch_of_circumflex_branch_of_l', 'VH_F_posterior_left_ventricular_branch', 'VH_F_right_coronary_artery', 'VH_F_right_marginal_artery', 'VH_F_pulmonary_artery_L', 'VH_F_pulmonary_trunk', 'VH_F_pulmonary_artery_R', 'VH_F_aortic_arch', 'VH_F_ascending_aorta', 'VH_F_descending_aorta_a', 'VH_F_descending_aorta_b', 'VH_F_left_common_carotid_artery_a', 'VH_F_left_common_carotid_artery_b', 'VH_F_left_subclavian_artery_a', 'VH_F_left_subclavian_artery_b', 'VH_F_brachiocephalic_artery_b', 'VH_F_brachiocephalic_artery_a']","['VH_F_inferior_ophthalmic_vein_L', 'VH_F_anterior_cardiac_vein', 'VH_F_inferior_vena_cava_a', 'VH_F_right_marginal_artery', 'VH_F_left_common_carotid_artery_b']"
101,vh_f_blood_vasculature-20.fbx,57429,"['VH_F_left_uterine_artery', 'VH_F_right_uterine_artery', 'VH_F_left_uterine_vein', 'VH_F_right_uterine_vein', 'VH_F_inferior_ophthalmic_vein_L', 'VH_F_superior_ophthalmic_vein_L', 'VH_F_central_retinal_vein_L', 'VH_F_ophthalmic_vein_L', 'VH_F_superior_ophthalmic_vein_R', 'VH_F_ophthalmic_vein_R', 'VH_F_central_retinal_vein_R', 'VH_F_inferior_ophthalmic_vein_R', 'VH_F_central_retinal_artery_R', 'VH_F_opthalmic_artery_R', 'VH_F_opthalmic_artery_L', 'VH_F_central_retinal_artery_L', 'VH_F_right_renal_artery', 'VH_F_left_renal_artery', 'VH_F_left_renal_vein', 'VH_F_right_renal_vein', 'VH_F_superior_mesenteric_vein', 'VH_F_superior_rectal_vein', 'VH_F_left_common_iliac_vein', 'VH_F_right_common_iliac_vein', 'VH_F_left_colic_vein', 'VH_F_right_colic_vein', 'VH_F_ileocolic_vein', 'VH_F_middle_colic_vein', 'VH_F_inferior_rectal_vein_L', 'VH_F_inferior_rectal_vein_R', 'VH_F_internal_iliac_vein_L', 'VH_F_internal_iliac_vein_R', 'VH_F_internal_pudendal_vein_L', 'VH_F_internal_pudendal_vein_R', 'VH_F_middle_rectal_vein_L', 'VH_F_middle_rectal_vein_R', 'VH_F_sigmoid_vein_a', 'VH_F_sigmoid_vein_c', 'VH_F_median_sacral_vein', 'VH_F_sigmoid_vein_b', 'VH_F_inferior_pancreaticoduodenal_vein', 'VH_F_inferior_mesenteric_vein', 'VH_F_left_colic_artery', 'VH_F_right_colic_artery', 'VH_F_ileocolic_artery', 'VH_F_middle_colic_artery', 'VH_F_celiac_trunk', 'VH_F_superior_rectal_artery', 'VH_F_superior_mesenteric_artery', 'VH_F_inferior_mesenteric_artery', 'VH_F_marginal_artery_of_Drummond', 'VH_F_sigmoid_artery_c', 'VH_F_sigmoid_artery_b', 'VH_F_sigmoid_artery_a', 'VH_F_splenic_artery', 'VH_F_splenic_vein', 'VH_F_cystic_artery', 'VH_F_cystic_vein', 'VH_F_middle_hepatic_artery_branch_of_left_hepatic_artery', 'VH_F_proper_hepatic_artery', 'VH_F_right_hepatic_artery', 'VH_F_common_hepatic_artery', 'VH_F_posterior_segmental_right_hepatic_artery', 'VH_F_anterior_segmental_right_hepatic_artery', 'VH_F_left_hepatic_artery', 'VH_F_hepatic_portal_vein', 'VH_F_middle_hepatic_vein', 'VH_F_left_hepatic_vein', 'VH_F_right_hepatic_vein', 'VH_F_right_branch_of_portal_vein', 'VH_F_left_branch_of_portal_vein', 'VH_F_pulmonary_vein_L_sup', 'VH_F_pulmonary_vein_R_inf', 'VH_F_pulmonary_vein_R_sup', 'VH_F_pulmonary_vein_L_inf', 'VH_F_coronary_sinus', 'VH_F_great_cardiac_vein', 'VH_F_middle_cardiac_vein', 'VH_F_oblique_vein_of_left_atrium', 'VH_F_left_marginal_vein', 'VH_F_posterior_vein_of_left_ventricle', 'VH_F_anterior_cardiac_vein', 'VH_F_small_cardiac_vein', 'VH_F_superior_vena_cava', 'VH_F_inferior_vena_cava_a', 'VH_F_inferior_vena_cava_b', 'VH_F_left_anterior_descending_artery', 'VH_F_left_circumflex_artery', 'VH_F_diagonal_branch_of_left_anterior_descending_artery', 'VH_F_left_coronary_artery', 'VH_F_left_marginal_branch', 'VH_F_left_posterior_descending_branch_of_circumflex_branch_of_l', 'VH_F_posterior_left_ventricular_branch', 'VH_F_right_coronary_artery', 'VH_F_right_marginal_artery', 'VH_F_pulmonary_artery_L', 'VH_F_pulmonary_trunk', 'VH_F_pulmonary_artery_R', 'VH_F_aortic_arch', 'VH_F_ascending_aorta', 'VH_F_descending_aorta_a', 'VH_F_descending_aorta_b', 'VH_F_left_common_carotid_artery_a', 'VH_F_left_common_carotid_artery_b', 'VH_F_left_subclavian_artery_a', 'VH_F_left_subclavian_artery_b', 'VH_F_brachiocephalic_artery_b', 'VH_F_brachiocephalic_artery_a']","['VH_F_inferior_ophthalmic_vein_L', 'VH_F_superior_ophthalmic_vein_L', 'VH_F_superior_ophthalmic_vein_R', 'VH_F_left_renal_vein', 'VH_F_anterior_cardiac_vein', 'VH_F_inferior_vena_cava_a', 'VH_F_left_common_carotid_artery_b']"
102,vh_f_blood_vasculature-40.fbx,114645,"['VH_F_left_uterine_artery', 'VH_F_right_uterine_artery', 'VH_F_left_uterine_vein', 'VH_F_right_uterine_vein', 'VH_F_inferior_ophthalmic_vein_L', 'VH_F_superior_ophthalmic_vein_L', 'VH_F_central_retinal_vein_L', 'VH_F_ophthalmic_vein_L', 'VH_F_superior_ophthalmic_vein_R', 'VH_F_ophthalmic_vein_R', 'VH_F_central_retinal_vein_R', 'VH_F_inferior_ophthalmic_vein_R', 'VH_F_central_retinal_artery_R', 'VH_F_opthalmic_artery_R', 'VH_F_opthalmic_artery_L', 'VH_F_central_retinal_artery_L', 'VH_F_right_renal_artery', 'VH_F_left_renal_artery', 'VH_F_left_renal_vein', 'VH_F_right_renal_vein', 'VH_F_superior_mesenteric_vein', 'VH_F_superior_rectal_vein', 'VH_F_left_common_iliac_vein', 'VH_F_right_common_iliac_vein', 'VH_F_left_colic_vein', 'VH_F_right_colic_vein', 'VH_F_ileocolic_vein', 'VH_F_middle_colic_vein', 'VH_F_inferior_rectal_vein_L', 'VH_F_inferior_rectal_vein_R', 'VH_F_internal_iliac_vein_L', 'VH_F_internal_iliac_vein_R', 'VH_F_internal_pudendal_vein_L', 'VH_F_internal_pudendal_vein_R', 'VH_F_middle_rectal_vein_L', 'VH_F_middle_rectal_vein_R', 'VH_F_sigmoid_vein_a', 'VH_F_sigmoid_vein_c', 'VH_F_median_sacral_vein', 'VH_F_sigmoid_vein_b', 'VH_F_inferior_pancreaticoduodenal_vein', 'VH_F_inferior_mesenteric_vein', 'VH_F_left_colic_artery', 'VH_F_right_colic_artery', 'VH_F_ileocolic_artery', 'VH_F_middle_colic_artery', 'VH_F_celiac_trunk', 'VH_F_superior_rectal_artery', 'VH_F_superior_mesenteric_artery', 'VH_F_inferior_mesenteric_artery', 'VH_F_marginal_artery_of_Drummond', 'VH_F_sigmoid_artery_c', 'VH_F_sigmoid_artery_b', 'VH_F_sigmoid_artery_a', 'VH_F_splenic_artery', 'VH_F_splenic_vein', 'VH_F_cystic_artery', 'VH_F_cystic_vein', 'VH_F_middle_hepatic_artery_branch_of_left_hepatic_artery', 'VH_F_proper_hepatic_artery', 'VH_F_right_hepatic_artery', 'VH_F_common_hepatic_artery', 'VH_F_posterior_segmental_right_hepatic_artery', 'VH_F_anterior_segmental_right_hepatic_artery', 'VH_F_left_hepatic_artery', 'VH_F_hepatic_portal_vein', 'VH_F_middle_hepatic_vein', 'VH_F_left_hepatic_vein', 'VH_F_right_hepatic_vein', 'VH_F_right_branch_of_portal_vein', 'VH_F_left_branch_of_portal_vein', 'VH_F_pulmonary_vein_L_sup', 'VH_F_pulmonary_vein_R_inf', 'VH_F_pulmonary_vein_R_sup', 'VH_F_pulmonary_vein_L_inf', 'VH_F_coronary_sinus', 'VH_F_great_cardiac_vein', 'VH_F_middle_cardiac_vein', 'VH_F_oblique_vein_of_left_atrium', 'VH_F_left_marginal_vein', 'VH_F_posterior_vein_of_left_ventricle', 'VH_F_anterior_cardiac_vein', 'VH_F_small_cardiac_vein', 'VH_F_superior_vena_cava', 'VH_F_inferior_vena_cava_a', 'VH_F_inferior_vena_cava_b', 'VH_F_left_anterior_descending_artery', 'VH_F_left_circumflex_artery', 'VH_F_diagonal_branch_of_left_anterior_descending_artery', 'VH_F_left_coronary_artery', 'VH_F_left_marginal_branch', 'VH_F_left_posterior_descending_branch_of_circumflex_branch_of_l', 'VH_F_posterior_left_ventricular_branch', 'VH_F_right_coronary_artery', 'VH_F_right_marginal_artery', 'VH_F_pulmonary_artery_L', 'VH_F_pulmonary_trunk', 'VH_F_pulmonary_artery_R', 'VH_F_aortic_arch', 'VH_F_ascending_aorta', 'VH_F_descending_aorta_a', 'VH_F_descending_aorta_b', 'VH_F_left_common_carotid_artery_a', 'VH_F_left_common_carotid_artery_b', 'VH_F_left_subclavian_artery_a', 'VH_F_left_subclavian_artery_b', 'VH_F_brachiocephalic_artery_b', 'VH_F_brachiocephalic_artery_a']","['VH_F_inferior_ophthalmic_vein_L', 'VH_F_superior_ophthalmic_vein_R', 'VH_F_anterior_cardiac_vein', 'VH_F_inferior_vena_cava_a', 'VH_F_left_common_carotid_artery_b']"
103,vh_f_blood_vasculature-80.fbx,229544,"['VH_F_left_uterine_artery', 'VH_F_right_uterine_artery', 'VH_F_left_uterine_vein', 'VH_F_right_uterine_vein', 'VH_F_inferior_ophthalmic_vein_L', 'VH_F_superior_ophthalmic_vein_L', 'VH_F_central_retinal_vein_L', 'VH_F_ophthalmic_vein_L', 'VH_F_superior_ophthalmic_vein_R', 'VH_F_ophthalmic_vein_R', 'VH_F_central_retinal_vein_R', 'VH_F_inferior_ophthalmic_vein_R', 'VH_F_central_retinal_artery_R', 'VH_F_opthalmic_artery_R', 'VH_F_opthalmic_artery_L', 'VH_F_central_retinal_artery_L', 'VH_F_right_renal_artery', 'VH_F_left_renal_artery', 'VH_F_left_renal_vein', 'VH_F_right_renal_vein', 'VH_F_superior_mesenteric_vein', 'VH_F_superior_rectal_vein', 'VH_F_left_common_iliac_vein', 'VH_F_right_common_iliac_vein', 'VH_F_left_colic_vein', 'VH_F_right_colic_vein', 'VH_F_ileocolic_vein', 'VH_F_middle_colic_vein', 'VH_F_inferior_rectal_vein_L', 'VH_F_inferior_rectal_vein_R', 'VH_F_internal_iliac_vein_L', 'VH_F_internal_iliac_vein_R', 'VH_F_internal_pudendal_vein_L', 'VH_F_internal_pudendal_vein_R', 'VH_F_middle_rectal_vein_L', 'VH_F_middle_rectal_vein_R', 'VH_F_sigmoid_vein_a', 'VH_F_sigmoid_vein_c', 'VH_F_median_sacral_vein', 'VH_F_sigmoid_vein_b', 'VH_F_inferior_pancreaticoduodenal_vein', 'VH_F_inferior_mesenteric_vein', 'VH_F_left_colic_artery', 'VH_F_right_colic_artery', 'VH_F_ileocolic_artery', 'VH_F_middle_colic_artery', 'VH_F_celiac_trunk', 'VH_F_superior_rectal_artery', 'VH_F_superior_mesenteric_artery', 'VH_F_inferior_mesenteric_artery', 'VH_F_marginal_artery_of_Drummond', 'VH_F_sigmoid_artery_c', 'VH_F_sigmoid_artery_b', 'VH_F_sigmoid_artery_a', 'VH_F_splenic_artery', 'VH_F_splenic_vein', 'VH_F_cystic_artery', 'VH_F_cystic_vein', 'VH_F_middle_hepatic_artery_branch_of_left_hepatic_artery', 'VH_F_proper_hepatic_artery', 'VH_F_right_hepatic_artery', 'VH_F_common_hepatic_artery', 'VH_F_posterior_segmental_right_hepatic_artery', 'VH_F_anterior_segmental_right_hepatic_artery', 'VH_F_left_hepatic_artery', 'VH_F_hepatic_portal_vein', 'VH_F_middle_hepatic_vein', 'VH_F_left_hepatic_vein', 'VH_F_right_hepatic_vein', 'VH_F_right_branch_of_portal_vein', 'VH_F_left_branch_of_portal_vein', 'VH_F_pulmonary_vein_L_sup', 'VH_F_pulmonary_vein_R_inf', 'VH_F_pulmonary_vein_R_sup', 'VH_F_pulmonary_vein_L_inf', 'VH_F_coronary_sinus', 'VH_F_great_cardiac_vein', 'VH_F_middle_cardiac_vein', 'VH_F_oblique_vein_of_left_atrium', 'VH_F_left_marginal_vein', 'VH_F_posterior_vein_of_left_ventricle', 'VH_F_anterior_cardiac_vein', 'VH_F_small_cardiac_vein', 'VH_F_superior_vena_cava', 'VH_F_inferior_vena_cava_a', 'VH_F_inferior_vena_cava_b', 'VH_F_left_anterior_descending_artery', 'VH_F_left_circumflex_artery', 'VH_F_diagonal_branch_of_left_anterior_descending_artery', 'VH_F_left_coronary_artery', 'VH_F_left_marginal_branch', 'VH_F_left_posterior_descending_branch_of_circumflex_branch_of_l', 'VH_F_posterior_left_ventricular_branch', 'VH_F_right_coronary_artery', 'VH_F_right_marginal_artery', 'VH_F_pulmonary_artery_L', 'VH_F_pulmonary_trunk', 'VH_F_pulmonary_artery_R', 'VH_F_aortic_arch', 'VH_F_ascending_aorta', 'VH_F_descending_aorta_a', 'VH_F_descending_aorta_b', 'VH_F_left_common_carotid_artery_a', 'VH_F_left_common_carotid_artery_b', 'VH_F_left_subclavian_artery_a', 'VH_F_left_subclavian_artery_b', 'VH_F_brachiocephalic_artery_b', 'VH_F_brachiocephalic_artery_a']","['VH_F_inferior_ophthalmic_vein_L', 'VH_F_anterior_cardiac_vein', 'VH_F_inferior_vena_cava_a', 'VH_F_right_marginal_artery', 'VH_F_left_common_carotid_artery_b']"
104,vh_f_fallopian_tube_l-100.fbx,17521,"['VH_F_ampulla_of_uterine_tube_L', 'VH_F_isthmus_of_fallopian_tube_L', 'VH_F_fibria_of_uterine_tube_L', 'VH_F_uterine_tube_infundibulum_L']",[]
105,vh_f_fallopian_tube_l-20.fbx,3496,"['VH_F_ampulla_of_uterine_tube_L', 'VH_F_isthmus_of_fallopian_tube_L', 'VH_F_fibria_of_uterine_tube_L', 'VH_F_uterine_tube_infundibulum_L']",[]
106,vh_f_fallopian_tube_l-40.fbx,7002,"['VH_F_ampulla_of_uterine_tube_L', 'VH_F_isthmus_of_fallopian_tube_L', 'VH_F_fibria_of_uterine_tube_L', 'VH_F_uterine_tube_infundibulum_L']",[]
107,vh_f_fallopian_tube_l-80.fbx,14010,"['VH_F_ampulla_of_uterine_tube_L', 'VH_F_isthmus_of_fallopian_tube_L', 'VH_F_fibria_of_uterine_tube_L', 'VH_F_uterine_tube_infundibulum_L']",[]
108,vh_f_fallopian_tube_r-100.fbx,17064,"['VH_F_ampulla_of_uterine_tube_R', 'VH_F_isthmus_of_fallopian_tube_R', 'VH_F_fibria_of_uterine_tube_R', 'VH_F_uterine_tube_infundibulum_R']",['VH_F_fibria_of_uterine_tube_R']
109,vh_f_fallopian_tube_r-20.fbx,3405,"['VH_F_ampulla_of_uterine_tube_R', 'VH_F_isthmus_of_fallopian_tube_R', 'VH_F_fibria_of_uterine_tube_R', 'VH_F_uterine_tube_infundibulum_R']",[]
110,vh_f_fallopian_tube_r-40.fbx,6819,"['VH_F_ampulla_of_uterine_tube_R', 'VH_F_isthmus_of_fallopian_tube_R', 'VH_F_fibria_of_uterine_tube_R', 'VH_F_uterine_tube_infundibulum_R']",['VH_F_fibria_of_uterine_tube_R']
111,vh_f_fallopian_tube_r-80.fbx,13642,"['VH_F_ampulla_of_uterine_tube_R', 'VH_F_isthmus_of_fallopian_tube_R', 'VH_F_fibria_of_uterine_tube_R', 'VH_F_uterine_tube_infundibulum_R']",['VH_F_fibria_of_uterine_tube_R']
112,vh_f_heart-100.fbx,85807,"['VH_F_left_cardiac_atrium', 'VH_F_right_ventricle', 'VH_F_papillary_muscle_of_heart_ant', 'VH_F_papillary_muscle_of_heart_med', 'VH_F_papillary_muscle_of_heart_pos', 'VH_F_aortic_valve', 'VH_F_pulmonary_valve', 'VH_F_mitral_valve', 'VH_F_tricuspid_valve']","['VH_F_left_cardiac_atrium', 'VH_F_pulmonary_valve', 'VH_F_tricuspid_valve']"
113,vh_f_heart-20.fbx,17145,"['VH_F_left_cardiac_atrium', 'VH_F_right_ventricle', 'VH_F_papillary_muscle_of_heart_ant', 'VH_F_papillary_muscle_of_heart_med', 'VH_F_papillary_muscle_of_heart_pos', 'VH_F_aortic_valve', 'VH_F_pulmonary_valve', 'VH_F_mitral_valve', 'VH_F_tricuspid_valve']","['VH_F_left_cardiac_atrium', 'VH_F_right_ventricle', 'VH_F_pulmonary_valve', 'VH_F_tricuspid_valve']"
114,vh_f_heart-40.fbx,34307,"['VH_F_left_cardiac_atrium', 'VH_F_right_ventricle', 'VH_F_papillary_muscle_of_heart_ant', 'VH_F_papillary_muscle_of_heart_med', 'VH_F_papillary_muscle_of_heart_pos', 'VH_F_aortic_valve', 'VH_F_pulmonary_valve', 'VH_F_mitral_valve', 'VH_F_tricuspid_valve']","['VH_F_left_cardiac_atrium', 'VH_F_pulmonary_valve', 'VH_F_tricuspid_valve']"
115,vh_f_heart-80.fbx,68628,"['VH_F_left_cardiac_atrium', 'VH_F_right_ventricle', 'VH_F_papillary_muscle_of_heart_ant', 'VH_F_papillary_muscle_of_heart_med', 'VH_F_papillary_muscle_of_heart_pos', 'VH_F_aortic_valve', 'VH_F_pulmonary_valve', 'VH_F_mitral_valve', 'VH_F_tricuspid_valve']","['VH_F_left_cardiac_atrium', 'VH_F_pulmonary_valve', 'VH_F_tricuspid_valve']"
116,vh_f_kidney_l-100.fbx,72278,"['VH_F_hilum_of_kidney_L', 'VH_F_renal_pyramid_L_a', 'VH_F_renal_pyramid_L_b', 'VH_F_renal_pyramid_L_c', 'VH_F_renal_pyramid_L_d', 'VH_F_renal_pyramid_L_e', 'VH_F_renal_pyramid_L_f', 'VH_F_renal_pyramid_L_g', 'VH_F_renal_pyramid_L_h', 'VH_F_renal_pyramid_L_i', 'VH_F_renal_pyramid_L_j', 'VH_F_renal_pyramid_L_k', 'VH_F_renal_column_L']",['VH_F_kidney_capsule_L']
117,vh_f_kidney_l-20.fbx,14440,"['VH_F_hilum_of_kidney_L', 'VH_F_renal_pyramid_L_a', 'VH_F_renal_pyramid_L_b', 'VH_F_renal_pyramid_L_c', 'VH_F_renal_pyramid_L_d', 'VH_F_renal_pyramid_L_e', 'VH_F_renal_pyramid_L_f', 'VH_F_renal_pyramid_L_g', 'VH_F_renal_pyramid_L_h', 'VH_F_renal_pyramid_L_i', 'VH_F_renal_pyramid_L_j', 'VH_F_renal_pyramid_L_k', 'VH_F_renal_column_L']",['VH_F_kidney_capsule_L']
118,vh_f_kidney_l-40.fbx,28895,"['VH_F_hilum_of_kidney_L', 'VH_F_renal_pyramid_L_a', 'VH_F_renal_pyramid_L_b', 'VH_F_renal_pyramid_L_c', 'VH_F_renal_pyramid_L_d', 'VH_F_renal_pyramid_L_e', 'VH_F_renal_pyramid_L_f', 'VH_F_renal_pyramid_L_g', 'VH_F_renal_pyramid_L_h', 'VH_F_renal_pyramid_L_i', 'VH_F_renal_pyramid_L_j', 'VH_F_renal_pyramid_L_k', 'VH_F_renal_column_L']",['VH_F_kidney_capsule_L']
119,vh_f_kidney_l-80.fbx,57809,"['VH_F_hilum_of_kidney_L', 'VH_F_renal_pyramid_L_a', 'VH_F_renal_pyramid_L_b', 'VH_F_renal_pyramid_L_c', 'VH_F_renal_pyramid_L_d', 'VH_F_renal_pyramid_L_e', 'VH_F_renal_pyramid_L_f', 'VH_F_renal_pyramid_L_g', 'VH_F_renal_pyramid_L_h', 'VH_F_renal_pyramid_L_i', 'VH_F_renal_pyramid_L_j', 'VH_F_renal_pyramid_L_k', 'VH_F_renal_column_L']",['VH_F_kidney_capsule_L']
